Media,BT_Score,Std_Error,Rating
Beliefs: Society's,59.16,0.3431,2
Funny experiences: Horrible,58.67,0.3431,2
Language: Slang,55.4,0.3431,2
Childhood: Surprises,53.95,0.3431,2
Predictions and guesses: Alternative,7.17,0.3431,2
Day's happenings: Observations,5.14,0.3431,2
Day's happenings: Beauty or ugliness,4.79,0.3431,2
Predictions and guesses: Pattern,4.77,0.3431,2
Language: Trends,4.71,0.3431,2
Worries: Limits and weaknesses,4.63,0.3431,2
Predictions and guesses: Strategy,4.32,0.3431,2
Finest moments: Aesthetic,3.43,0.3431,2
Childhood: Acts and deeds,2.87,0.3431,2
Day's happenings: Implication,2.82,0.3431,2
Conflicts and disagreements: Help,2.8,0.3431,2
Love: Intermediaries,2.8,0.3431,2
Films: Reflections,2.79,0.3431,2
Observations: Instruments and media,2.68,0.3431,2
Funny experiences: Shopping,2.44,0.3431,2
Predictions and guesses: Dimensions,2.35,0.3431,2
Errors: Questioning,2.05,0.3431,2
Language: Functions,1.87,0.3431,2
Language: Oaths,1.79,0.3431,2
Books: Critical,1.77,0.3431,2
Beliefs: Friends',1.74,0.3431,2
Conflicts and disagreements: Money,1.68,0.3431,2
Errors: Choosing schools and courses,1.55,0.3431,2
Errors: Tactics and strategy,1.5,0.3431,2
Books: Content,1.49,0.3431,2
Childhood: Extended family,1.3,0.3431,2
Customs: Cooking,1.25,0.3431,2
Childhood: Stresses and strains,1.22,0.3431,2
Worries: Challenges,0.96,0.3431,2
Love: Causes,0.61,0.3431,2
Predictions and guesses: Combinations,0.57,0.3431,2
Errors: Friends,0.43,0.3431,2
Conflicts and disagreements: Future,0.24,0.3431,2
Fears: Pain,0.13,0.3431,2
Conflicts and disagreements: Method,0.11,0.3431,2
Love: Childhood,0.03,0.3431,2
Fears: Aging and old age,-0.05,0.3431,2
Books: Owned,-0.1,0.3431,2
Observations: Persons,-0.11,0.3431,2
Day's happenings: Dynamics,-0.16,0.3431,2
Fears: Disruption,-0.25,0.3431,2
Fears: Disease,-0.4,0.3431,2
Worries: Reaction,-0.4,0.3431,2
Worries: Contradiction,-0.49,0.3431,2
Proposals,-0.5,0.3431,2
Day's happenings: Relaxations and idling,-0.53,0.3431,2
Conflicts and disagreements: Official,-0.8,0.3431,2
Observations: Actions,-0.86,0.3431,2
Conflicts and disagreements: Parent,-0.92,0.3431,2
Conflicts and disagreements: Childhood,-0.98,0.3431,2
Predictions and guesses: Law,-0.98,0.3431,2
Worries: Causes,-1.07,0.3431,2
Worries: Misaction,-1.24,0.3431,2
Predictions and guesses: Nature,-1.34,0.3431,2
Childhood: Errors,-1.36,0.3431,2
Beliefs: Children's,-1.38,0.3431,2
Worries: Aging,-1.5,0.3431,2
Childhood: Omissions,-1.53,0.3431,2
Errors: Consequences,-1.54,0.3431,2
Errors: Attention,-1.62,0.3431,2
Predictions and guesses: Control,-1.63,0.3431,2
Errors: Training,-1.69,0.3431,2
Language: Pseudonyms,-1.7,0.3431,2
Worries: Evidence,-1.78,0.3431,2
Errors: Entertaining,-1.83,0.3431,2
Language: Ellipsis,-1.84,0.3431,2
Books: Histories,-1.92,0.3431,2
Errors: Prevention,-1.98,0.3431,2
Love: In literature,-2.0,0.3431,2
Conflicts and disagreements: Spouse,-2.03,0.3431,2
Worries: Thoughts,-2.26,0.3431,2
Worries: Stresses and strains,-2.34,0.3431,2
Films: Foreign,-2.35,0.3431,2
Beauty,-2.35,0.3431,2
Worries: Flaws,-2.36,0.3431,2
Worries: Misdirection,-2.41,0.3431,2
Surprises,-2.47,0.3431,2
World events,-2.47,0.3431,2
Finest moments: Job,-2.61,0.3431,2
Childhood: Forces,-2.65,0.3431,2
Beliefs: Strategic,-2.67,0.3431,2
Observations: Types,-2.72,0.3431,2
Films: Details,-2.73,0.3431,2
Books: Criticism,-2.74,0.3431,2
Fears: Childhood,-2.79,0.3431,2
Books: Methods,-2.88,0.3431,2
Conflicts and disagreements: Theme,-2.89,0.3431,2
Worries: Choice,-2.9,0.3431,2
Books: Journals,-2.95,0.3431,2
Childhood: Teachers,-2.99,0.3431,2
Films: Techniques,-3.1,0.3431,2
Rivalries: Kids,-3.1,0.3431,2
Conflicts and disagreements: Attitude,-3.16,0.3431,2
Errors: Repairing,-3.17,0.3431,2
Conflicts and disagreements: Example,-3.18,0.3431,2
Conflicts and disagreements: Present,-3.31,0.3431,2
Books: Popularizations,-3.34,0.3431,2
Conflicts and disagreements: Logic,-3.36,0.3431,2
Day's happenings: Wishes,-3.4,0.3431,2
Fears: Punishment,-3.42,0.3431,2
Stresses and strains,-3.47,0.3431,2
Errors: Government,-3.5,0.3431,2
Day's happenings: Why,-3.56,0.3431,2
Worries: Misuse,-3.58,0.3431,2
Predictions and guesses: Rate,-3.65,0.3431,2
Errors: Consulting experts,-3.67,0.3431,2
Fears: Sin,-3.8,0.3431,2
Films: Recent,-3.82,0.3431,2
Predictions and guesses: Circumstance,-3.86,0.3431,2
Dislikes: Self,-3.87,0.3431,2
Predictions and guesses: How,-3.9,0.3431,2
Rivalries: Causes,-3.93,0.3431,2
Conflicts and disagreements: Probability,-3.94,0.3431,2
Childhood: Favorites,-3.98,0.3431,2
Changes: Spouse,-4.02,0.3431,2
Childhood: Sports,-4.08,0.3431,2
Errors: Guiding,-4.12,0.3431,2
Conflicts and disagreements: Prediction,-4.2,0.3431,2
Errors: Inventing,-4.21,0.3431,2
Language: Eponyms,-4.31,0.3431,2
Conflicts and disagreements: Evaluation,-4.34,0.3431,2
Language: Hazards,-4.34,0.3431,2
Books: Nonfiction,-4.45,0.3431,2
Films: Development,-4.48,0.3431,2
Worries: Deficiency,-4.56,0.3431,2
Language: Place names,-4.57,0.3431,2
Quotations: Mother,-4.58,0.3431,2
Beauty: Society,-4.6,0.3431,2
Appearances: Illusory and delusory,-4.69,0.3431,2
Observations: Activities,-5.1,0.3431,2
Films: Genres,-5.22,0.3431,2
Worries: Bathos,-5.29,0.3431,2
Observations: Methods,-5.3,0.3431,2
Changes: Projects,-5.41,0.3431,2
Love: Methods,-5.45,0.3431,2
Language: Affixes,-5.49,0.3431,2
Language: Hyperbole,-5.52,0.3431,2
Books: Collections,-5.54,0.3431,2
Predictions and guesses: Rank,-5.6,0.3431,2
Beauty: Relative,-5.65,0.3431,2
Errors: Nature,-5.67,0.3431,2
Conflicts and disagreements: Good or bad,-5.76,0.3431,2
Childhood: Accidents,-5.78,0.3431,2
Fears: Temptation,-5.94,0.3431,2
Beauty: Literary,-5.95,0.3431,2
Errors: Psychogenesis,-5.99,0.3431,2
Conflicts and disagreements: Means,-6.02,0.3431,2
Language: Vocabulary,-6.06,0.3431,2
Things previously discussed: Generalizations,-6.09,0.3431,2
Fears: Scope,-6.09,0.3431,2
Conflicts and disagreements: Comparison,-6.13,0.3431,2
Appearances: Phenomenon,-6.15,0.3431,2
Fears: Crime,-6.15,0.3431,2
Predictions and guesses: Problem,-6.15,0.3431,2
Quotations: Novelist,-6.21,0.3431,2
Views of others,-6.26,0.3431,2
Worries: Government,-6.28,0.3431,2
Conflicts and disagreements: Outcome,-6.29,0.3431,2
Childhood: Regrets,-6.3,0.3431,2
Language: Epithets,-6.35,0.3431,2
Predictions and guesses: Event,-6.43,0.3431,2
Finest moments: School,-6.58,0.3431,2
Tastes: Interior design,-6.73,0.3431,2
Tastes: Friends,-6.78,0.3431,2
Conflicts and disagreements: Personality,-6.78,0.3431,2
Love: Endings,-6.79,0.3431,2
Worries: Finance,-6.79,0.3431,2
Films: Moods,-6.8,0.3431,2
Funny experiences: Future,-6.82,0.3431,2
Worries: Conflicts,-6.95,0.3431,2
Conflicts and disagreements: Preference,-6.99,0.3431,2
Worries: Views,-7.01,0.3431,2
Childhood: Puzzles,-7.02,0.3431,2
Errors: Living,-7.02,0.3431,2
Quotations: Book,-7.07,0.3431,2
Tastes: Vacations,-7.07,0.3431,2
Day's happenings: Oddity,-7.14,0.3431,2
Scenarios,-7.15,0.3431,2
Errors: Sensing,-7.7,0.3431,2
Films: Sound,-7.77,0.3431,2
Love: Comparisons,-7.79,0.3431,2
History,-7.84,0.3431,2
Beauty: Moral,-7.87,0.3431,2
Fears: Being cheated,-7.88,0.3431,2
Day's happenings: Options and alternatives,-8.0,0.3431,2
Conflicts and disagreements: Politics,-8.0,0.3431,2
Tastes: Causes,-8.3,0.3431,2
Errors: Generalization,-8.4,0.3431,2
Things previously discussed: What's new,-8.53,0.3431,2
Upcoming events,-8.56,0.3431,2
Books: Fiction,-8.57,0.3431,2
Fears: Violence,-8.62,0.3431,2
Conflicts and disagreements: Principle,-8.65,0.3431,2
Predictions and guesses,-8.84,0.3431,2
Appearances: Economy,-8.94,0.3431,2
Childhood: Hates,-8.97,0.3431,2
Friends,-9.04,0.3431,2
Books: Borrowed,-9.07,0.3431,2
Errors: Celebrating,-9.17,0.3431,2
Errors: Bedtime storytelling,-9.36,0.3431,2
Worries: Unreliability,-9.44,0.3431,2
Anecdotes,-9.58,0.3431,2
Predictions and guesses: Condition,-9.63,0.3431,2
Quotations: Self,-9.95,0.3431,2
Language: Rhetoric and oratory,-9.97,0.3431,2
Tastes,-10.07,0.3431,2
Language: Applications,-10.14,0.3431,2
Day's happenings: Messages,-10.22,0.3431,2
Errors: Interviewing or being interviewed,-10.57,0.3431,2
Childhood: Encounters,-10.57,0.3431,2
Childhood: Situations,-10.69,0.3431,2
Predictions and guesses: Analogy,-10.81,0.3431,2
Predictions and guesses: Extension,-11.09,0.3431,2
Funny experiences: Health,-11.11,0.3431,2
Rivalries: Suitors,-11.78,0.3431,2
Childhood: Misfortune,-12.21,0.3431,2
Books: Useful,-13.21,0.3431,2
Conflicts and disagreements: Solutions,-13.5,0.3431,2
Day's happenings: Needs,-13.62,0.3431,2
Worries: Interdependences,-14.56,0.3431,2
Tastes: Climate,-14.75,0.3431,2
Love: Forces,-14.91,0.3431,2
Conflicts and disagreements: Implications,-14.92,0.3431,2
Worries: Goals,-15.0,0.3431,2
Conflicts and disagreements: Interpretation,-15.19,0.3431,2
Intellectual problems,-15.33,0.3431,2
Errors: Future,-15.36,0.3431,2
Funny experiences: Others' pranks,-15.66,0.3431,2
Fears: Job dismissal,-15.71,0.3431,2
Explanations,-16.01,0.3431,2
Childhood: Homelife,-16.16,0.3431,2
Language: Other person's,-16.17,0.3431,2
Fears: Effects,-16.7,0.3431,2
Fears: Onerous government,-16.8,0.3431,2
Beliefs: Practical,-16.8,0.3431,2
Finest moments: Celebration,-16.91,0.3431,2
Day's happenings: Well-being or health,-17.24,0.3431,2
Worries: Intelligence,-17.26,0.3431,2
Theories,-17.81,0.3431,2
Worries: Assumptions,-17.87,0.3431,2
Childhood: Stupidities,-18.09,0.3431,2
Films: Forces,-18.19,0.3431,2
Errors: Synthesis,-18.3,0.3431,2
Worries: Health,-18.57,0.3431,2
Beliefs: Elements,-18.76,0.3431,2
Childhood: House,-18.77,0.3431,2
Worries: Complications,-18.9,0.3431,2
Worries: Motives,-19.01,0.3431,2
Nature,-19.14,0.3431,2
Childhood: Siblings,-19.23,0.3431,2
Childhood: Neighborhood,-19.34,0.3431,2
Funny experiences: Officials,-19.44,0.3431,2
Fears: Other person's,-19.48,0.3431,2
Conflicts and disagreements: Update,-19.5,0.3431,2
Observations,-19.53,0.3431,2
Funny experiences: Ribald,-19.56,0.3431,2
Predictions and guesses: Cause,-19.86,0.3431,2
Films: Photography,-19.86,0.3431,2
Regrets,-20.03,0.3431,2
Films: Scenes,-20.09,0.3431,2
Films: Analysis,-20.22,0.3431,2
Films: Characters,-20.33,0.3431,2
Language: Anonyms,-20.36,0.3431,2
Love: Marriage,-20.41,0.3431,2
Worries: Tradeoffs,-20.54,0.3431,2
Beliefs,-20.6,0.3431,2
Books: Analogous,-20.6,0.3431,2
Errors: Honoring or praising,-20.69,0.3431,2
Childhood: Problems,-20.73,0.3431,2
Beauty: Intellect,-20.77,0.3431,2
Observations: Statements,-20.79,0.3431,2
Errors: Systematizing or organizing,-20.79,0.3431,2
Childhood: Judgements of others (then),-20.95,0.3431,2
Childhood: Circles,-21.07,0.3431,2
Day's happenings: Visits or visitors,-21.08,0.3431,2
Conflicts and disagreements: With the other,-21.08,0.3431,2
Worries: Excess,-21.11,0.3431,2
Films: Compared,-21.11,0.3431,2
Childhood: Attitudes,-21.19,0.3431,2
Conflicts and disagreements: Why,-21.2,0.3431,2
Observations: Circumstances,-21.27,0.3431,2
Fears: Past,-21.31,0.3431,2
Childhood: Sacrifices,-21.39,0.3431,2
Worries: Courses,-21.42,0.3431,2
Fears: Abnormality,-21.49,0.3431,2
Errors: Explanation,-21.52,0.3431,2
Observations: Style,-21.54,0.3431,2
Errors: Reading motives or intentions,-21.62,0.3431,2
Day's happenings: Errors,-21.63,0.3431,2
Predictions and guesses: Who,-21.67,0.3431,2
Books: Comparison,-21.7,0.3431,2
Predictions and guesses: Cost,-21.85,0.3431,2
Love: Love spats,-21.92,0.3431,2
Worries: Acts,-21.94,0.3431,2
Conflicts and disagreements: Effects,-22.03,0.3431,2
Books: Quotations,-22.07,0.3431,2
Observations: Events,-22.18,0.3431,2
Conflicts and disagreements: Recollection,-22.24,0.3431,2
Errors: Memorization or remembrance,-22.27,0.3431,2
Worries: Speculations,-22.45,0.3431,2
Fears: Slander,-22.48,0.3431,2
Finest moments: Security,-22.56,0.3431,2
Career,-22.56,0.3431,2
Conflicts and disagreements: Dimensions,-22.57,0.3431,2
Customs: Conversation,-22.61,0.3431,2
Quotations: Psychologist,-22.67,0.3431,2
Worries: Means,-22.69,0.3431,2
Rivalries: Sibmates,-22.72,0.3431,2
Films: Style,-22.85,0.3431,2
Childhood: Vacations,-22.9,0.3431,2
Errors: Walking,-22.91,0.3431,2
Predictions and guesses: Force,-22.94,0.3431,2
Conflicts and disagreements: Choice,-23.01,0.3431,2
Worries: Role,-23.02,0.3431,2
Childhood: Behavior,-23.02,0.3431,2
Day's happenings: Scenarios,-23.02,0.3431,2
Childhood: Eating,-23.06,0.3431,1
Worries: Circumstances,-23.14,0.3431,1
Books: Guides,-23.16,0.3431,1
Failures,-23.21,0.3431,1
Films: References,-23.31,0.3431,1
Language: Subsenses,-23.32,0.3431,1
Predictions and guesses: Conflict,-23.49,0.3431,1
Day's happenings: Comparison,-23.5,0.3431,1
Worries: Childhood,-23.51,0.3431,1
Changes: Groups,-23.51,0.3431,1
Observations: Status,-23.53,0.3431,1
Offers,-23.58,0.3431,1
Things previously discussed: Concepts,-23.59,0.3431,1
Conflicts and disagreements: Subject,-23.59,0.3431,1
Childhood: Rivals,-23.63,0.3431,1
Fears: Illusion,-23.69,0.3431,1
Day's happenings: Who,-23.76,0.3431,1
Day's happenings: Probabilities,-23.78,0.3431,1
Books: Historical books,-23.81,0.3431,1
Things being debated,-23.82,0.3431,1
Films: Symbolism,-23.85,0.3431,1
Fears,-23.92,0.3431,1
Films: Technology,-23.99,0.3431,1
Conflicts and disagreements: Type,-24.01,0.3431,1
Day's happenings: When,-24.04,0.3431,1
Worries: Relationships,-24.05,0.3431,1
Books: Symbols,-24.06,0.3431,1
Worries: Safety,-24.08,0.3431,1
Day's happenings: Conversations,-24.12,0.3431,1
Childhood: Methods tactics and systems,-24.23,0.3431,1
Worries: Requirements,-24.23,0.3431,1
Changes: Rest of family,-24.26,0.3431,1
Errors: Present,-24.27,0.3431,1
Films: Favorite,-24.32,0.3431,1
Day's happenings: How,-24.42,0.3431,1
Worries: Methods,-24.59,0.3431,1
Observations: Instances,-24.66,0.3431,1
Worries: Sequence,-24.74,0.3431,1
Quotations: Historic people,-24.8,0.3431,1
Language: Editing,-24.83,0.3431,1
Day's happenings: Minor or major,-24.84,0.3431,1
Films: Direction,-24.89,0.3431,1
Observations: Things,-24.93,0.3431,1
Things previously discussed: Second thoughts,-24.93,0.3431,1
Day's happenings: Policies,-24.94,0.3431,1
Quotations: Friends,-25.02,0.3431,1
Worries: Superficiality,-25.03,0.3431,1
Day's happenings: Regrets,-25.03,0.3431,1
Books: Reading methods,-25.07,0.3431,1
Conflicts and disagreements: Exclusion,-25.09,0.3431,1
Errors: Participating in ceremonies and rituals,-25.13,0.3431,1
Favorites,-25.19,0.3431,1
Language: Metonymy,-25.21,0.3431,1
Day's happenings: Actions strategy and tactics,-25.26,0.3431,1
Day's happenings: Transactions,-25.29,0.3431,1
Day's happenings: Ambiguities,-25.3,0.3431,1
Conflicts and disagreements: Act,-25.4,0.3431,1
Books: Plots,-25.41,0.3431,1
Films: Actions and events,-25.41,0.3431,1
Day's happenings: Worries and concerns,-25.44,0.3431,1
Films: Plot,-25.47,0.3431,1
Childhood: Classmates,-25.47,0.3431,1
Conflicts and disagreements: Credit,-25.52,0.3431,1
Tastes: Subjects,-25.55,0.3431,1
Childhood: Schools,-25.59,0.3431,1
Worries: How seen by others,-25.61,0.3431,1
Films: Levels,-25.62,0.3431,1
Predictions and guesses: When,-25.63,0.3431,1
Films: Televisual,-25.65,0.3431,1
Errors: Financial planning,-25.66,0.3431,1
Appearances: Imagined,-25.68,0.3431,1
Day's happenings: Analogy,-25.71,0.3431,1
Immediate family,-25.75,0.3431,1
Language: Dictionaries and glossaries,-25.79,0.3431,1
Worries: Disappointments,-25.79,0.3431,1
Errors: Childhood,-25.83,0.3431,1
Childhood: Reputation,-25.91,0.3431,1
Rivalries,-25.92,0.3431,1
Worries: Education,-25.96,0.3431,1
Quotations: Song,-26.0,0.3431,1
Errors: Judgement,-26.06,0.3431,1
Day's happenings: Knowledge,-26.07,0.3431,1
Predictions and guesses: Type,-26.11,0.3431,1
Books: Abridgements,-26.12,0.3431,1
Destiny,-26.13,0.3431,1
Books: Reference books,-26.17,0.3431,1
Conflicts and disagreements,-26.19,0.3431,1
Worries: Job,-26.19,0.3431,1
Fears: Natural disasters,-26.21,0.3431,1
Fears: Irrationality,-26.24,0.3431,1
Day's happenings: Decisions,-26.29,0.3431,1
Conflicts and disagreements: Friend,-26.3,0.3431,1
Customs: Children,-26.31,0.3431,1
Worries: Controversies,-26.4,0.3431,1
Worries: Incompetence,-26.41,0.3431,1
Worries: Crime,-26.46,0.3431,1
Worries: Chance,-26.47,0.3431,1
Tastes: Geography,-26.49,0.3431,1
Worries: Behavior,-26.55,0.3431,1
Childhood: Solutions,-26.56,0.3431,1
Appearances: Analyses,-26.57,0.3431,1
Finest moments: Acquisition,-26.59,0.3431,1
Language: Definitions,-26.65,0.3431,1
Day's happenings: Drama,-26.65,0.3431,1
Conflicts and disagreements: Concept,-26.67,0.3431,1
Courses plans and intentions,-26.74,0.3431,1
Beliefs: Legal,-26.76,0.3431,1
Day's happenings: Change,-26.78,0.3431,1
Beliefs: Childhood,-26.78,0.3431,1
Books: Opposite,-26.83,0.3431,1
Childhood: Possessions,-26.98,0.3431,1
Films: Themes,-27.0,0.3431,1
Errors: Moral matters,-27.05,0.3431,1
Childhood: Rebellion,-27.09,0.3431,1
Conflicts and disagreements: Subordinate,-27.1,0.3431,1
Day's happenings: Dimensions,-27.11,0.3431,1
Rivalries: Neighbors,-27.13,0.3431,1
Conflicts and disagreements: Advice or suggestions,-27.17,0.3431,1
Worries: Own plans,-27.19,0.3431,1
Errors: Known,-27.22,0.3431,1
Books: Countries,-27.26,0.3431,1
Errors: Word use,-27.29,0.3431,1
Vacation,-27.38,0.3431,1
Quotations: Lawyer,-27.46,0.3431,1
Films: Actors,-27.53,0.3431,1
Childhood: Comparisons of own and others,-27.6,0.3431,1
Books: Structure,-27.6,0.3431,1
Books: Other languages,-27.62,0.3431,1
Beauty: Dimensions,-27.63,0.3431,1
Errors: Management,-27.68,0.3431,1
Errors: Joking,-27.71,0.3431,1
Worries: Disagreements,-27.73,0.3431,1
Changes: Conflicts,-27.75,0.3431,1
Errors: Writing reports/proposals/ads/invitations/etc,-27.78,0.3431,1
Tastes: Investment portfolios,-27.84,0.3431,1
Correlations,-27.86,0.3431,1
Films: Criticisms,-27.89,0.3431,1
Fears: Displeasure,-27.91,0.3431,1
Dislikes: Experiences,-27.95,0.3431,1
Childhood: Vices and sins,-27.96,0.3431,1
Day's happenings: Goods,-28.1,0.3431,1
Changes: Economy,-28.1,0.3431,1
Errors: Identical analogous or equivalent,-28.12,0.3431,1
Illustrations,-28.44,0.3431,1
Changes: Organizations,-28.5,0.3431,1
Conflicts and disagreements: Role,-28.51,0.3431,1
Books: Commentaries,-28.52,0.3431,1
Childhood: Eros,-28.53,0.3431,1
Doubts,-28.6,0.3431,1
Dangers and risk,-28.93,0.3431,1
Day's happenings: Homelife,-28.93,0.3431,1
Conflicts and disagreements: Errors,-28.94,0.3431,1
Implications,-28.97,0.3431,1
Tastes: Groups and circles,-29.03,0.3431,1
Day's happenings: Purposes and motives,-29.03,0.3431,1
Things previously discussed: Puzzles,-29.05,0.3431,1
Books: Best-sellers,-29.16,0.3431,1
Observations: Constants,-29.19,0.3431,1
Fears: Friends',-29.33,0.3431,1
Conflicts and disagreements: Decision,-29.36,0.3431,1
Conflicts and disagreements: Of,-29.62,0.3431,1
Responsibilities,-29.69,0.3431,1
Tastes: Designs,-29.77,0.3431,1
Appearances: Painting,-29.8,0.3431,1
Day's happenings: Entertainment,-29.88,0.3431,1
Fears: Parents',-29.9,0.3431,1
Books: Anthologies,-29.94,0.3431,1
Rivalries: Among pets,-30.03,0.3431,1
Language: Pet names,-30.36,0.3431,1
Books: Picture books,-30.39,0.3431,1
Worries: Omission,-30.46,0.3431,1
Books: Texts,-30.59,0.3431,1
Errors: Lobbying for causes,-30.61,0.3431,1
Errors: Educators,-30.74,0.3431,1
Quotations: Aphorism,-30.88,0.3431,1
One's own character,-31.04,0.3431,1
Conflicts and disagreements: Past,-31.08,0.3431,1
Observations: Transactions,-31.15,0.3431,1
Conflicts and disagreements: Remark,-31.63,0.3431,1
Conflicts and disagreements: Levels,-31.75,0.3431,1
Errors: Photography,-32.56,0.3431,1
Day's happenings: Importance,-32.59,0.3431,1
Predictions and guesses: Process,-33.17,0.3431,1
Observations: Unconsciousnesses,-33.48,0.3431,1
Predictions and guesses: What,-33.67,0.3431,1
Errors: Giving directions,-33.82,0.3431,1
Worries,-34.21,0.3431,1
Films: Interactions,-34.49,0.3431,1
Fears: Enmity or enemies,-34.55,0.3431,1
Errors: Pet training and care,-34.63,0.3431,1
Errors: Simple and complex,-35.35,0.3431,1
Beliefs: Work-related,-35.53,0.3431,1
Errors: Self-discipline,-35.58,0.3431,1
Funny experiences: Work,-35.74,0.3431,1
Worries: Anomalies,-35.89,0.3431,1
Observations: Forms,-36.31,0.3431,1
Worries: Friends,-36.41,0.3431,1
Quotations: Child,-36.72,0.3431,1
Worries: Changes,-36.91,0.3431,1
Fears: Discord,-37.38,0.3431,1
Observations: Laws or rules,-37.43,0.3431,1
Conflicts and disagreements: Society,-37.49,0.3431,1
Observations: Courses and sequences,-37.74,0.3431,1
Contingencies,-37.82,0.3431,1
Fears: Defeat,-37.87,0.3431,1
Childhood: Advice given,-38.04,0.3431,1
Childhood: Habits,-38.06,0.3431,1
Errors: Society,-38.13,0.3431,1
Language: Sobriquets,-38.3,0.3431,1
Suggestions and advice,-38.38,0.3431,1
Errors: Detection,-38.6,0.3431,1
Finest moments: Romantic,-38.63,0.3431,1
Tastes: Entertainment,-38.66,0.3431,1
Dreams: Causes,-38.67,0.3431,1
Fears: Menopause,-38.79,0.3431,1
Predictions and guesses: Other,-38.94,0.3431,1
Errors: Talking with children,-39.12,0.3431,1
Errors: Artists,-39.24,0.3431,1
Habits,-39.41,0.3431,1
Childhood: Health and ills,-39.77,0.3431,1
Observations: Examples,-40.13,0.3431,1
Finest moments: Success,-40.42,0.3431,1
Beliefs: Applications,-40.44,0.3431,1
Beliefs: Trends,-40.52,0.3431,1
Love: Solutions,-40.63,0.3431,1
Childhood: Advantages and disadvantages,-41.14,0.3431,1
Love: Benefits,-41.16,0.3431,1
Books: Other's,-41.45,0.3431,1
Fears: Children's,-41.53,0.3431,1
Errors: Making things,-41.59,0.3431,1
Childhood: Superstitions,-41.65,0.3431,1
Day's happenings: Pets,-41.66,0.3431,1
Corrections,-41.67,0.3431,1
Predictions and guesses: Form,-41.83,0.3431,1
Predictions and guesses: Structure,-41.9,0.3431,1
Conflicts and disagreements: Fact,-41.96,0.3431,1
Books: Essays,-41.97,0.3431,1
Worries: Protection,-42.02,0.3431,1
Conflicts and disagreements: Problem,-42.08,0.3431,1
Conflicts and disagreements: Course,-42.22,0.3431,1
Childhood: Reversals,-42.24,0.3431,1
Language: Catachreses,-42.25,0.3431,1
Love: Films,-42.27,0.3431,1
Worries: Trends and tendencies,-42.5,0.3431,1
Worries: Science and technology,-42.58,0.3431,1
Predictions and guesses: How much,-42.7,0.3431,1
Errors: Growing old,-42.77,0.3431,1
Films: Thoughts,-42.83,0.3431,1
Predictions and guesses: Means,-42.84,0.3431,1
Conflicts and disagreements: Self coworker,-42.88,0.3431,1
Worries: Effects,-42.89,0.3431,1
Predictions and guesses: Constant,-43.0,0.3431,1
Language: Solecisms,-43.07,0.3431,1
Books: Controversial,-43.12,0.3431,1
Conflicts and disagreements: Positions,-43.15,0.3431,1
Language: Abbreviations and acronyms,-43.15,0.3431,1
Worries: Capacities,-43.18,0.3431,1
Fears: Misdirection,-43.24,0.3431,1
Conflicts and disagreements: Ideal,-43.26,0.3431,1
Errors: Sports,-43.33,0.3431,1
Worries: Wrong approach,-43.41,0.3431,1
Worries: Superstitions,-43.47,0.3431,1
Appearances: Sky,-43.56,0.3431,1
Predictions and guesses: Role,-43.75,0.3431,1
Childhood: Moods,-43.87,0.3431,1
Vistas,-43.89,0.3431,1
Conflicts and disagreements: Transient,-44.13,0.3431,1
Childhood: Religion,-44.14,0.3431,1
Errors: Causes,-44.17,0.3431,1
Fears: Company's,-44.18,0.3431,1
Predictions and guesses: Effect,-44.37,0.3431,1
Reactions,-44.38,0.3431,1
Language: Books on,-44.42,0.3431,1
Conflicts and disagreements: Details,-44.44,0.3431,1
Ignorance,-44.5,0.3431,1
Childhood: Changes of residence,-44.83,0.3431,1
Books: Literary school,-44.87,0.3431,1
Fears: Waste,-44.89,0.3431,1
Fears: Stupidity,-44.9,0.3431,1
Dreams: Worst,-44.95,0.3431,1
Beliefs: Tests,-44.97,0.3431,1
Quotations: Comedian or jester,-45.0,0.3431,1
Films: Reviewed,-45.01,0.3431,1
Conflicts and disagreements: Explanation,-45.03,0.3431,1
Tastes: Styles,-45.04,0.3431,1
Language: Anagrams,-45.08,0.3431,1
Quotations: Movie,-45.09,0.3431,1
Childhood: Style,-45.15,0.3431,1
Attitudes,-45.18,0.3431,1
Things previously discussed: Corollaries,-45.21,0.3431,1
Conflicts and disagreements: Ranking,-45.24,0.3431,1
Books: Best or better,-45.41,0.3431,1
Worries: Language,-45.42,0.3431,1
Conflicts and disagreements: Goal,-45.43,0.3431,1
Observations: Confirmations,-45.51,0.3431,1
Day's happenings: Weather,-45.56,0.3431,1
Books: Classics,-45.56,0.3431,1
Books: Style,-45.62,0.3431,1
Childhood: Travel,-45.63,0.3431,1
Fears: Maximal,-45.82,0.3431,1
Errors: Analysis,-45.86,0.3431,1
Quotations: Gossip,-45.88,0.3431,1
Predictions and guesses: Parts,-45.91,0.3431,1
Things previously discussed: Solutions,-45.92,0.3431,1
Conflicts and disagreements: Child,-46.01,0.3431,1
Distant relatives,-46.14,0.3431,1
Errors: Character analysis,-46.14,0.3431,1
Observations: Weather,-46.18,0.3431,1
Rivalries: Companies,-46.2,0.3431,1
Conflicts and disagreements: Criticism,-46.29,0.3431,1
Appearances: Changes and transformations,-46.3,0.3431,1
Films: Acting,-46.41,0.3431,1
Wishes,-46.43,0.3431,1
Predictions and guesses: Where,-46.44,0.3431,1
Films: Ideas,-46.46,0.3431,1
Childhood: Roles,-46.48,0.3431,1
Books: Rankings,-46.49,0.3431,1
