Media,BT_Score,Std_Error,Rating
Day's happenings: Options and alternatives,24.75,0.341,2
Errors: Psychogenesis,16.7,0.341,2
Dreams: Levels,-0.44,0.341,2
Fears: Maximal,-0.51,0.341,2
Films: Message,-0.86,0.341,2
Career,-0.87,0.341,2
Love: Alternative courses,-0.93,0.341,2
Predictions and guesses: Decision,-0.96,0.341,2
Predictions and guesses: Effect,-1.06,0.341,2
Beliefs: Legal,-1.11,0.341,2
Worries: Present,-1.13,0.341,2
Books: Owned,-1.24,0.341,2
Day's happenings: How,-1.27,0.341,2
Books: Countries,-1.34,0.341,2
Changes: Conflicts,-1.36,0.341,2
Worries: Past,-1.37,0.341,2
Day's happenings: Details,-1.44,0.341,2
Funny experiences: Lucky,-1.5,0.341,2
Errors: Motivating,-1.5,0.341,2
Observations: Conditions,-1.58,0.341,2
Strategy,-1.62,0.341,2
Films: Characters,-1.68,0.341,2
Illusions,-1.72,0.341,2
Changes: Place of residence,-1.72,0.341,2
Errors: Professional,-1.74,0.341,2
Day's happenings: Metaphors,-1.77,0.341,2
Predictions and guesses: Discovery,-1.77,0.341,2
Worries: Finance,-1.77,0.341,2
Tastes: Music,-1.8,0.341,2
Day's happenings: Humor,-1.81,0.341,2
Attitudes,-1.84,0.341,2
Dislikes: Philosophies,-1.86,0.341,2
Causes,-1.92,0.341,2
Errors: Synthesis,-1.93,0.341,2
Beauty: Dimensions,-2.04,0.341,2
Quotations: News media,-2.05,0.341,2
Quotations: Book,-2.09,0.341,2
Childhood: Religion,-2.1,0.341,2
Funny experiences: Absurd,-2.13,0.341,2
Observations: Reactions,-2.14,0.341,2
Quotations: Teacher,-2.49,0.341,2
Errors: Causes,-2.5,0.341,2
Errors: Self-discipline,-2.58,0.341,2
Conflicts and disagreements: Spouse,-2.63,0.341,2
Fears: Illusion,-2.64,0.341,2
Funny experiences: Driving,-2.65,0.341,2
Errors: Writing and style,-2.66,0.341,2
Dreams: Bizarre,-2.68,0.341,2
Fears: Misdirection,-2.7,0.341,2
Finest moments: Luck,-2.71,0.341,2
Books,-2.77,0.341,2
Things never before discussed: Secrets,-2.78,0.341,2
Day's happenings: Self,-2.84,0.341,2
Things never before discussed: Whimsies,-2.9,0.341,2
Errors: Celebrating,-3.01,0.341,2
Conflicts and disagreements: Ideal,-3.03,0.341,2
Errors: Dangers and risks,-3.1,0.341,2
Conflicts and disagreements: Attitude,-3.13,0.341,2
Day's happenings: Pleasures,-3.15,0.341,2
Films: Analysis,-3.17,0.341,2
Day's happenings: Homelife,-3.2,0.341,2
Customs: Traveling,-3.26,0.341,2
Predictions and guesses: Nature,-3.36,0.341,2
Day's happenings: Lessons,-3.38,0.341,2
Films: Ideas,-3.39,0.341,2
Day's happenings: Contexts,-3.45,0.341,2
Books: Useful,-3.52,0.341,2
Fears: Overburdening,-3.6,0.341,2
Funny experiences: Health,-3.62,0.341,2
Predictions and guesses: Cause,-3.67,0.341,2
Love: Marriage,-3.73,0.341,2
Things previously discussed: Solutions,-3.76,0.341,2
Quotations: Song,-3.8,0.341,2
Day's happenings: Present event,-3.94,0.341,2
Conflicts and disagreements: Credit,-3.95,0.341,2
Day's happenings: Surprise,-3.99,0.341,2
Conflicts and disagreements: Positions,-4.02,0.341,2
Funny experiences: Dangerous,-4.12,0.341,2
Conflicts and disagreements: Example,-4.16,0.341,2
Fears: Misaction,-4.2,0.341,2
Customs: Conversation,-4.22,0.341,2
Films: Atmospheres,-4.23,0.341,2
Childhood: Changes of residence,-4.28,0.341,2
Fears: Job dismissal,-4.28,0.341,2
Day's happenings: Scenarios,-4.3,0.341,2
Childhood: Social events,-4.35,0.341,2
Manners,-4.47,0.341,2
Day's happenings: Needs,-4.52,0.341,2
Books: Borrowed,-4.63,0.341,2
Day's happenings: Regrets,-4.67,0.341,2
Day's happenings: Who,-4.67,0.341,2
Conflicts and disagreements: Role,-4.69,0.341,2
Changes: Projects,-4.7,0.341,2
Childhood: Idols,-4.7,0.341,2
Films: Discrepancies,-4.73,0.341,2
Errors: Financial planning,-4.85,0.341,2
Changes: Problems,-4.92,0.341,2
Fears: Dystopian future,-4.95,0.341,2
Conflicts and disagreements: Child rearing,-5.13,0.341,2
Observations: Functions,-5.16,0.341,2
Day's happenings: Requests,-5.17,0.341,2
Worries: Circumstances,-5.21,0.341,2
Fears: Temptation,-5.29,0.341,2
Errors: Summarizing,-5.3,0.341,2
Thanks,-5.35,0.341,2
Films: Techniques,-5.41,0.341,2
Funny experiences: Romantic,-5.44,0.341,2
Conflicts and disagreements: Of the other,-5.47,0.341,2
Errors: Judgement,-5.51,0.341,2
Worries: Contradiction,-5.52,0.341,2
Childhood: Sports,-5.61,0.341,2
Errors: Entertaining,-5.72,0.341,2
Films: Actions and events,-5.77,0.341,2
Errors: Honoring or praising,-5.94,0.341,2
Books: Style,-6.02,0.341,2
Day's happenings: Dreams,-6.12,0.341,2
Films: Foreign,-6.16,0.341,2
Language: Grammar,-6.17,0.341,2
Errors: Following instructions,-6.25,0.341,2
Things previously discussed: Denouement,-6.32,0.341,2
Language: Affixes,-6.35,0.341,2
Customs: Work,-6.45,0.341,2
Errors: Deduction,-6.46,0.341,2
Predictions and guesses: Importance,-6.46,0.341,2
Day's happenings: Decisions,-6.47,0.341,2
Quotations: Psychologist,-6.5,0.341,2
Fears: Deceit,-6.58,0.341,2
Fears: Economic depression,-6.72,0.341,2
Day's happenings: Spectrum,-6.73,0.341,2
Films: Criticisms,-6.73,0.341,2
Fears: Indifference,-6.74,0.341,2
Errors: Preparing,-6.75,0.341,2
Fears: Friends',-6.77,0.341,2
Childhood: Eros,-6.81,0.341,2
Love: Plans and intentions,-6.86,0.341,2
Fears: Retirement,-7.01,0.341,2
Courses plans and intentions,-7.17,0.341,2
Beliefs: Current events,-7.22,0.341,2
Films: Interactions,-7.27,0.341,2
Finest moments: Imaginable,-7.28,0.341,2
Love: Lovers' words,-7.3,0.341,2
Day's happenings: Pets,-7.57,0.341,2
Worries: Deception,-7.59,0.341,2
Errors: Repairing,-7.75,0.341,2
Appearances: Changes and transformations,-7.85,0.341,2
Day's happenings: Value,-7.99,0.341,2
Conflicts and disagreements: Classification,-8.04,0.341,2
Day's happenings: Expectations,-8.09,0.341,2
Childhood: Methods tactics and systems,-8.18,0.341,2
Challenges,-8.2,0.341,2
Predictions and guesses: Origin,-8.22,0.341,2
Worries: Food,-8.23,0.341,2
Day's happenings: Change,-8.3,0.341,2
Beauty: Maximal,-8.48,0.341,2
Day's happenings,-8.54,0.341,2
Films: Direction,-8.55,0.341,2
History,-8.64,0.341,2
Errors: Childhood,-8.73,0.341,2
Day's happenings: Exertions,-8.81,0.341,2
Errors: Nutritional planning,-8.9,0.341,2
Childhood: Accidents,-8.98,0.341,2
Childhood: Surprises,-9.06,0.341,2
Worries: News,-9.14,0.341,2
Language: Sobriquets,-9.17,0.341,2
Funny experiences: Officials,-9.18,0.341,2
Worries: Possessions,-9.19,0.341,2
Conflicts and disagreements: Personality,-9.2,0.341,2
Love: Comparisons,-9.22,0.341,2
Day's happenings: Reading,-9.27,0.341,2
Errors: Estimating,-9.34,0.341,2
Rivalries: Sibmates,-9.35,0.341,2
Tastes: Outings,-9.61,0.341,2
Worries: Omission,-9.84,0.341,2
Rivalries: Companies,-9.94,0.341,2
Childhood: Friends,-9.99,0.341,2
Books: Journals,-10.06,0.341,2
Worries: Conflicts,-10.07,0.341,2
Hobbies,-10.28,0.341,2
Rivalries: Friends,-10.53,0.341,2
Errors: Cooking,-10.61,0.341,2
Books: Past,-10.63,0.341,2
Finest moments: School,-10.72,0.341,2
Beauty: Personality,-10.72,0.341,2
Errors: Emulation,-11.03,0.341,2
Language: Scientific terminology,-11.18,0.341,2
Destiny,-11.21,0.341,2
Worries: Promises,-11.5,0.341,2
Judgements of person and acts,-11.69,0.341,2
Films: Location and setting,-11.73,0.341,2
Conflicts and disagreements: Transient,-12.54,0.341,2
Love: Ideal lover,-12.58,0.341,2
Surprises,-12.92,0.341,2
Fears,-13.35,0.341,2
Observations: Comfort and satisfaction,-13.37,0.341,2
Quotations: Novelist,-13.45,0.341,2
Predictions and guesses: Meaning,-13.47,0.341,2
Books: Texts,-13.59,0.341,2
Worries: Anomalies,-13.69,0.341,2
Childhood: Manners and tact,-13.72,0.341,2
Books: Historical books,-14.87,0.341,2
Books: Classics,-15.05,0.341,2
Language: Shibboleths,-15.39,0.341,2
Films: Psychology,-15.61,0.341,2
Dreams: Daydreams,-15.94,0.341,2
Fears: Divorce,-16.23,0.341,2
Language: Mannerisms,-16.28,0.341,2
Errors: Reforming,-16.34,0.341,2
Conflicts and disagreements: Recollection,-16.6,0.341,2
Conflicts and disagreements: Evaluation,-16.61,0.341,2
Changes,-16.85,0.341,2
Errors: Consulting experts,-16.85,0.341,2
Observations: Fundamentals,-17.25,0.341,2
Love: Proofs of affection,-17.34,0.341,2
Love: Degrees,-17.38,0.341,2
Travels,-17.44,0.341,2
Worries: Evidence,-17.55,0.341,2
Love: Films,-17.68,0.341,2
Funny experiences: Shopping,-17.83,0.341,2
Observations: Instances,-18.06,0.341,2
Worries: Misuse,-18.12,0.341,2
Things previously discussed: Concepts,-18.13,0.341,2
Errors: Interviewing or being interviewed,-18.22,0.341,2
Beliefs: Elements,-18.58,0.341,2
Dislikes: Values,-18.63,0.341,2
Errors: Prediction,-18.66,0.341,2
Errors: Generalization,-19.0,0.341,2
Language: Ellipsis,-19.16,0.341,2
Day's happenings: Advice and suggestions,-19.19,0.341,2
Predictions and guesses: Surprise,-19.2,0.341,2
Funny experiences: Kids,-19.21,0.341,2
Quotations: Aphorism,-19.38,0.341,2
Errors: Making things,-19.43,0.341,2
Errors: Uncertain or arguable,-19.5,0.341,2
Predictions and guesses: Phenomena,-19.52,0.341,2
Science,-19.55,0.341,2
Books: Messages,-19.56,0.341,2
Errors: Writing reports/proposals/ads/invitations/etc,-19.61,0.341,2
Conflicts and disagreements: Decision,-19.64,0.341,2
Worries: Childhood,-19.79,0.341,2
Love: Suggestions and advice,-19.8,0.341,2
Films: Favorite,-19.81,0.341,2
Errors: Transformed,-19.99,0.341,2
Childhood: Behavior,-20.05,0.341,2
Worries: Hubris,-20.1,0.341,2
Conflicts and disagreements: Means,-20.1,0.341,2
Worries: Travel,-20.3,0.341,2
Observations: Unconsciousnesses,-20.33,0.341,2
Scenarios,-20.59,0.341,2
Books: Criticism,-20.61,0.341,2
Day's happenings: Coincidences,-20.78,0.341,2
Worries: Aging,-20.84,0.341,2
Predictions and guesses: Pattern,-20.85,0.341,2
Books: Commentaries,-20.9,0.341,2
Errors: Collaborating,-20.92,0.341,2
Observations: Events,-21.04,0.341,2
Customs: Children,-21.16,0.341,2
Day's happenings: Effect,-21.16,0.341,2
Love: Doubts and suspicions,-21.17,0.341,2
Errors: Systematizing or organizing,-21.2,0.341,2
Childhood: Problems,-21.3,0.341,2
Worries: Perturbations,-21.37,0.341,2
Beauty: Painting,-21.41,0.341,2
Worries: Deficiency,-21.43,0.341,2
Day's happenings: Travel,-21.44,0.341,2
Observations: Differences,-21.51,0.341,2
Errors: Medical diagnosis,-21.52,0.341,2
Things previously discussed: Puzzles,-21.54,0.341,2
Funny experiences: Present,-21.57,0.341,2
Observations: Actions,-21.58,0.341,2
Changes: Interests,-21.59,0.341,2
Changes: Other person,-21.6,0.341,2
Errors: Friends,-21.63,0.341,2
Day's happenings: Transformations,-21.64,0.341,2
Errors: Criticism,-21.72,0.341,2
Things previously discussed: Second thoughts,-21.72,0.341,2
Beauty: Importance,-21.73,0.341,2
Errors: Analogy,-21.75,0.341,2
Beauty: Society,-21.82,0.341,2
Worries: Courses,-21.84,0.341,2
Day's happenings: Implication,-21.91,0.341,2
Language: Logomachy,-21.91,0.341,2
Errors: Laughable and catastrophic,-21.93,0.341,2
Impressions,-21.94,0.341,2
Fears: Abnormality,-21.94,0.341,2
Fears: Anarchy or chaos,-21.95,0.341,2
Books: Opposite,-21.96,0.341,1
Errors: Healthcare,-21.96,0.341,1
Language: Nature,-21.97,0.341,1
Errors: Society,-21.99,0.341,1
Errors: Growing old,-22.0,0.341,1
Films: Themes,-22.01,0.341,1
Language: Hazards,-22.03,0.341,1
Predictions and guesses: Mechanism,-22.03,0.341,1
Tastes: Visual art,-22.07,0.341,1
Errors: Sensing,-22.11,0.341,1
Language: Pseudonyms,-22.24,0.341,1
Changes: Academic,-22.3,0.341,1
Conflicts and disagreements: Exclusion,-22.3,0.341,1
Observations: Correlations,-22.41,0.341,1
Love: Lovers criticized,-22.42,0.341,1
Films: Relationships,-22.46,0.341,1
Love: Lovers described,-22.54,0.341,1
Love: Eros,-22.59,0.341,1
Childhood: Schools,-22.66,0.341,1
Beliefs: Evolution,-22.67,0.341,1
Predictions and guesses: Role,-22.67,0.341,1
Changes: Plans,-22.71,0.341,1
Errors: Memorization or remembrance,-22.76,0.341,1
Childhood: Classmates,-22.9,0.341,1
Language: Misuse,-22.92,0.341,1
Things being debated,-22.93,0.341,1
Day's happenings: Complexities,-22.93,0.341,1
Childhood: Habits,-22.99,0.341,1
Day's happenings: Social event,-23.02,0.341,1
Predictions and guesses: Ability,-23.03,0.341,1
Books: Author,-23.03,0.341,1
Language: Place names,-23.04,0.341,1
Love: Crises,-23.06,0.341,1
Predictions and guesses: Whole,-23.06,0.341,1
Errors: Management,-23.22,0.341,1
Films: Synthesis,-23.25,0.341,1
Love: Interest,-23.26,0.341,1
Language: Catachreses,-23.3,0.341,1
Changes: Eating,-23.32,0.341,1
Films: Successes and failures,-23.35,0.341,1
Conflicts and disagreements: Levels,-23.35,0.341,1
Books: Biographies,-23.39,0.341,1
Worries: Tasks,-23.4,0.341,1
Proposals,-23.41,0.341,1
Films: Dialog,-23.41,0.341,1
Errors: Training,-23.46,0.341,1
Films: Reviewed,-23.5,0.341,1
Observations: Instruments and media,-23.5,0.341,1
Love: Chronology,-23.51,0.341,1
Predictions and guesses: Divergence,-23.53,0.341,1
Conflicts and disagreements: Outcome,-23.68,0.341,1
Errors: Mate selection and courtship,-23.68,0.341,1
Films: Symbolism,-23.73,0.341,1
Conflicts and disagreements: Preference,-23.76,0.341,1
Appearances: Functions and reasons,-23.93,0.341,1
Errors: Choosing schools and courses,-23.97,0.341,1
Fears: Sin,-23.98,0.341,1
Tastes: Customs,-23.99,0.341,1
Tastes: Food and restaurants,-24.03,0.341,1
Conflicts and disagreements: Behavior,-24.1,0.341,1
Tastes: Friends,-24.16,0.341,1
Predictions and guesses: Motive,-24.16,0.341,1
Observations: Courses and sequences,-24.23,0.341,1
Quotations: Expert,-24.24,0.341,1
Errors: Correlation,-24.29,0.341,1
Day's happenings: Annoyances or frustrations,-24.33,0.341,1
Conflicts and disagreements: Present,-24.34,0.341,1
Tastes: Charities,-24.39,0.341,1
Errors: Future,-24.42,0.341,1
Worries: Disappointments,-24.5,0.341,1
Day's happenings: Achievements,-24.51,0.341,1
Appearances: Imagined,-24.54,0.341,1
Day's happenings: Attitudes,-24.58,0.341,1
Books: Best or better,-24.7,0.341,1
Childhood: Comparisons of own and others,-24.81,0.341,1
Dreams: Sequences,-24.84,0.341,1
World events,-24.84,0.341,1
Worries: Forgetting,-24.86,0.341,1
Worries: Logic,-24.88,0.341,1
Fears: Financial reversal,-24.89,0.341,1
Fears: Being cheated,-24.96,0.341,1
Errors: Historical,-24.97,0.341,1
Fears: Stupidity,-24.98,0.341,1
Films: Acting,-25.07,0.341,1
Tastes: Interior design,-25.09,0.341,1
Day's happenings: Oddity,-25.13,0.341,1
Love: Intermediaries,-25.17,0.341,1
Observations: Mistakes,-25.27,0.341,1
Conflicts and disagreements: Type,-25.28,0.341,1
Errors: Consequences,-25.32,0.341,1
Conflicts and disagreements: Religion,-25.32,0.341,1
Rivalries: Suitors,-25.34,0.341,1
Predictions and guesses: History,-25.35,0.341,1
Errors: Character analysis,-25.37,0.341,1
Films: Thoughts,-25.44,0.341,1
Films: Realism,-25.44,0.341,1
Errors: Answering,-25.47,0.341,1
Things previously discussed: Why discussed,-25.48,0.341,1
Conflicts and disagreements: Child,-25.56,0.341,1
Language: Labels (tags),-25.58,0.341,1
Observations: Contents,-25.67,0.341,1
Day's happenings: Observations,-25.68,0.341,1
Quotations: Friends,-25.72,0.341,1
Beliefs: Authorities',-25.72,0.341,1
Day's happenings: Visits or visitors,-25.75,0.341,1
Conflicts and disagreements: Course,-25.75,0.341,1
Fears: Deprivation,-25.77,0.341,1
Films: Recommended,-25.78,0.341,1
Errors: Detection,-25.95,0.341,1
Language: Pet expressions,-25.97,0.341,1
Errors: Calculating,-26.04,0.341,1
Tastes: Historical periods,-26.08,0.341,1
Observations: Confirmations,-26.13,0.341,1
Things previously discussed: Details,-26.36,0.341,1
Language: Criticism,-26.41,0.341,1
Films: Seeable,-26.48,0.341,1
Childhood: Reputation,-26.52,0.341,1
Beliefs: Rank,-26.55,0.341,1
Language: Handwriting and graphology,-26.59,0.341,1
Films: Forthcoming,-26.6,0.341,1
Predictions and guesses: Dimensions,-26.64,0.341,1
Errors: Home upkeep,-26.67,0.341,1
Funny experiences: Eating,-26.68,0.341,1
Tastes: Subjects,-26.73,0.341,1
Books: Genres,-26.74,0.341,1
Day's happenings: Dynamics,-26.8,0.341,1
Homelife,-26.82,0.341,1
Observations: Persons,-26.87,0.341,1
Worries: Requirements,-26.89,0.341,1
Dislikes: Past,-26.96,0.341,1
Predictions and guesses: Form,-27.01,0.341,1
Errors: Job selection,-27.04,0.341,1
Conflicts and disagreements: Criticism,-27.08,0.341,1
Childhood: Puzzles,-27.11,0.341,1
Observations: Gestures,-27.17,0.341,1
Things never before discussed: Defects,-27.29,0.341,1
Childhood: School subjects,-27.47,0.341,1
Worries: Complications,-27.47,0.341,1
Day's happenings: School,-27.52,0.341,1
Errors: Architecture,-27.66,0.341,1
Errors: Scholars,-27.71,0.341,1
Conflicts and disagreements: Subject,-27.71,0.341,1
Errors: Known,-27.81,0.341,1
Changes: Groups,-27.88,0.341,1
Worries: Reaction,-27.88,0.341,1
Predictions and guesses: Constant,-27.92,0.341,1
Films: In production,-28.13,0.341,1
Films: Illusions,-28.26,0.341,1
Books: Bibliography,-28.28,0.341,1
Dreams: Worst,-28.32,0.341,1
Tastes: Vacations,-28.36,0.341,1
Language: Anonyms,-28.46,0.341,1
Childhood: Moods,-28.51,0.341,1
Films: Plot,-28.64,0.341,1
Tastes: Social events,-28.69,0.341,1
Observations: Constants,-28.9,0.341,1
Errors: Editing,-28.94,0.341,1
Day's happenings: Plans,-29.04,0.341,1
Worries: Chance,-29.13,0.341,1
Errors: Proving,-29.13,0.341,1
Day's happenings: Comparison,-29.14,0.341,1
Day's happenings: Criticism,-29.73,0.341,1
Observations: Methods,-29.78,0.341,1
Predictions and guesses: Structure,-29.91,0.341,1
Language: Solecisms,-29.93,0.341,1
Beauty: Aspects,-29.95,0.341,1
Films: Compared,-30.04,0.341,1
Errors: Exercising,-30.23,0.341,1
Predictions and guesses: Associations,-30.24,0.341,1
Changes: Style,-30.26,0.341,1
Worries: Rumors,-30.3,0.341,1
Conflicts and disagreements: When,-30.32,0.341,1
Observations: Locations,-30.49,0.341,1
Errors: Joking,-30.53,0.341,1
Tastes: Geography,-30.56,0.341,1
Predictions and guesses: Means,-30.63,0.341,1
Day's happenings: Entertainment,-30.89,0.341,1
Worries: Costs,-31.05,0.341,1
Beliefs: Religious,-31.18,0.341,1
Predictions and guesses: Combinations,-31.46,0.341,1
Finest moments: Play,-31.63,0.341,1
Finest moments: Celebration,-31.82,0.341,1
Childhood: Funny things,-31.89,0.341,1
Propriety,-32.22,0.341,1
Things previously discussed: Omissions,-32.35,0.341,1
Predictions and guesses: Extension,-32.41,0.341,1
Worries: Misdirection,-32.54,0.341,1
Rivalries: Groups,-32.6,0.341,1
Beliefs: Alternative,-32.67,0.341,1
Tastes: Manners,-32.76,0.341,1
Conflicts and disagreements: Official,-32.76,0.341,1
Day's happenings: Theories,-33.04,0.341,1
Customs: Walking,-33.26,0.341,1
Childhood: Neighborhood,-33.29,0.341,1
Errors: Classifying,-33.3,0.341,1
Predictions and guesses: Act,-33.53,0.341,1
Worries: Controversies,-33.68,0.341,1
Tastes: Colors,-33.69,0.341,1
Customs: Study,-33.7,0.341,1
Errors: Social interaction,-33.99,0.341,1
Love: Past,-34.01,0.341,1
Observations: Problems,-34.05,0.341,1
Things previously discussed: What's new,-34.15,0.341,1
Language: Idioms,-34.9,0.341,1
Fears: Death,-35.1,0.341,1
Funny experiences: Chore-related,-35.48,0.341,1
Language: Loan words,-35.48,0.341,1
Books: Failures,-35.92,0.341,1
Books: Libraries,-36.67,0.341,1
Responsibilities,-37.43,0.341,1
Fears: Disclosure of secrets,-37.58,0.341,1
Childhood: Teachers,-37.69,0.341,1
Errors: Attention,-37.85,0.341,1
Funny experiences: Enigmatic,-38.0,0.341,1
Art,-38.23,0.341,1
Errors: Working,-38.45,0.341,1
Day's happenings: Knowledge,-38.91,0.341,1
Finest moments: Competition,-38.96,0.341,1
Fears: Parents',-39.27,0.341,1
Beauty: Musical,-39.4,0.341,1
Day's happenings: Combination,-39.51,0.341,1
Things never before discussed: Hates,-39.71,0.341,1
Fears: Miscalculation,-39.74,0.341,1
Fears: Scope,-40.29,0.341,1
Speculations,-40.33,0.341,1
Predictions and guesses: Solution,-40.5,0.341,1
Implications,-40.5,0.341,1
Conflicts and disagreements: Goal,-40.55,0.341,1
Worries: Views,-40.67,0.341,1
Conflicts and disagreements: Past,-40.73,0.341,1
Errors: Excuses,-41.12,0.341,1
Worries: Dangers and risks,-41.12,0.341,1
Observations: Speech,-41.17,0.341,1
Worries: Protection,-41.61,0.341,1
Books: Collections,-41.78,0.341,1
Things never before discussed: Possessions,-41.81,0.341,1
Errors: Persuasion,-41.82,0.341,1
Love: Other person's,-41.91,0.341,1
Books: Controversial,-42.2,0.341,1
Worries: Irresponsibility,-42.34,0.341,1
Childhood: Romance,-42.37,0.341,1
Changes: Reading,-42.42,0.341,1
Observations: Antagonism,-42.44,0.341,1
Language: Pet names,-42.5,0.341,1
Books: Literary school,-42.59,0.341,1
Errors: Simplification,-42.69,0.341,1
Errors: Diagnosis (fault finding),-42.74,0.341,1
Changes: Hobbies,-42.75,0.341,1
Day's happenings: Situations,-42.8,0.341,1
Errors: Correction,-42.85,0.341,1
Beliefs: Work-related,-42.86,0.341,1
Childhood: Vacations,-42.88,0.341,1
Customs: Getting information,-42.9,0.341,1
Language: Metonymy,-42.99,0.341,1
Funny experiences: Horrible,-43.02,0.341,1
Errors: Talking with children,-43.09,0.341,1
Childhood: Enemies,-43.15,0.341,1
Language: Antonyms,-43.15,0.341,1
Fears: Irrationality,-43.22,0.341,1
Errors: Examination,-43.28,0.341,1
Quotations: Other person,-43.39,0.341,1
Customs,-43.44,0.341,1
Tastes: Cinema,-43.45,0.341,1
Books: Books history,-43.59,0.341,1
Errors: Application,-43.8,0.341,1
Fears: Unforeseeables,-43.82,0.341,1
Language: Hard words,-43.9,0.341,1
Private knowledge,-43.91,0.341,1
Changes: Possessions,-43.98,0.341,1
Day's happenings: Conflicts,-43.99,0.341,1
Observations: Circumstances,-44.02,0.341,1
Conflicts and disagreements: Fact,-44.04,0.341,1
Books: Sequels,-44.12,0.341,1
Tastes: Weekends,-44.16,0.341,1
Conflicts and disagreements: Probability,-44.2,0.341,1
Worries: Duties,-44.26,0.341,1
Errors: Present,-44.43,0.341,1
Changes: Tastes,-44.5,0.341,1
Oddities,-44.56,0.341,1
Films: Scenes,-44.57,0.341,1
Predictions and guesses: Precognitum,-44.62,0.341,1
Dreams: Nightmares,-44.63,0.341,1
Childhood: Style,-44.72,0.341,1
Changes: Organizations,-44.79,0.341,1
Beliefs: Orthodox,-44.84,0.341,1
Conflicts and disagreements: Details,-44.85,0.341,1
Childhood: Excesses,-44.88,0.341,1
Predictions and guesses: Function,-44.91,0.341,1
Fears: War,-45.06,0.341,1
Worries: Misemphasis,-45.19,0.341,1
Predictions and guesses: Other,-45.24,0.341,1
Observations: Laws or rules,-45.24,0.341,1
Appearances: Anomalies,-45.25,0.341,1
Films: Situations,-45.29,0.341,1
Nature,-45.3,0.341,1
Films: Genres,-45.32,0.341,1
Worries: Unreliability,-45.34,0.341,1
Language: Puns,-45.35,0.341,1
Errors: Simple and complex,-45.39,0.341,1
Conflicts and disagreements: Style,-45.47,0.341,1
Tasks,-45.57,0.341,1
Observations: The other,-45.65,0.341,1
Films: Moods,-45.7,0.341,1
Fears: Error,-45.7,0.341,1
Language: Substitute,-45.74,0.341,1
Conflicts and disagreements: Update,-45.8,0.341,1
Errors: Pet training and care,-45.84,0.341,1
Fears: Discord,-45.92,0.341,1
Films: Photography,-45.98,0.341,1
Conflicts and disagreements: Errors,-46.11,0.341,1
Worries: Excess,-46.14,0.341,1
Predictions and guesses: Probability,-46.18,0.341,1
Day's happenings: Society,-46.28,0.341,1
Tastes: Organizations and clubs,-46.29,0.341,1
Language: Abbreviations and acronyms,-46.32,0.341,1
Tastes: Countries,-46.39,0.341,1
Observations: Forms,-46.43,0.341,1
Predictions and guesses: Need,-46.43,0.341,1
Observations: Sensa,-46.48,0.341,1
Dislikes: Concepts,-46.52,0.341,1
Errors: Storing things,-46.58,0.341,1
Work,-46.58,0.341,1
Quotations: Bible,-46.67,0.341,1
Day's happenings: Why,-46.7,0.341,1
Predictions and guesses,-46.74,0.341,1
Errors: Compensation for,-46.75,0.341,1
Films: Special effects,-46.79,0.341,1
Observations: Unities,-46.85,0.341,1
Conflicts and disagreements: Teacher,-46.88,0.341,1
Films: Sound,-46.89,0.341,1
Day's happenings: News,-46.9,0.341,1
Day's happenings: Difference,-46.98,0.341,1
Observations: Children,-47.0,0.341,1
Errors: Government,-47.08,0.341,1
Rivalries: Causes,-47.11,0.341,1
Beliefs: Opponents',-47.13,0.341,1
Tastes: Tourism,-47.17,0.341,1
Conflicts and disagreements: With,-47.2,0.341,1
Childhood: Achievements,-47.27,0.341,1
Worries: Sequence,-47.29,0.341,1
Worries: Dislikes,-47.3,0.341,1
Errors: Defining,-47.31,0.341,1
Contingencies,-47.36,0.341,1
Things previously discussed: Corrections,-47.37,0.341,1
Predictions and guesses: Path,-47.42,0.341,1
One's locale,-47.44,0.341,1
Rivalries: Organizations,-47.47,0.341,1
Dreams: Best,-47.48,0.341,1
Quotations: Comedian or jester,-47.5,0.341,1
Language: Hyperbole,-47.54,0.341,1
Predictions and guesses: Conflict,-47.57,0.341,1
Language: Jargon,-47.58,0.341,1
Films: References,-47.59,0.341,1
Films: Recent,-47.61,0.341,1
Language: Acrostics,-47.63,0.341,1
Things previously discussed: Corollaries,-47.7,0.341,1
Childhood: Luck,-47.71,0.341,1
Vacation,-47.71,0.341,1
Books: Quotations,-47.73,0.341,1
Changes: Financial status,-47.74,0.341,1
Observations: Uses,-47.76,0.341,1
Chance and fortune,-47.77,0.341,1
Day's happenings: Messages,-47.86,0.341,1
Language: Slogans,-47.87,0.341,1
Fears: Defeat,-47.99,0.341,1
Films: Imagined,-48.01,0.341,1
Language: Fads,-48.15,0.341,1
Worries: Cons,-48.19,0.341,1
Dreams: Types,-48.21,0.341,1
Worries: Speculations,-48.21,0.341,1
Fears: Corruption,-48.22,0.341,1
Worries: Misaction,-48.23,0.341,1
Worries: Premature,-48.25,0.341,1
Childhood: Homework,-48.32,0.341,1
Dislikes: Experiences,-48.32,0.341,1
Predictions and guesses: When,-48.35,0.341,1
Tastes: Social classes,-48.35,0.341,1
Love: Predictions,-48.4,0.341,1
Favorites,-48.4,0.341,1
Circumstances,-48.47,0.341,1
Day's happenings: Asides,-48.49,0.341,1
Conflicts and disagreements: Remark,-48.56,0.341,1
Errors: Hobbies,-48.63,0.341,1
Dreams: Symbolism,-48.64,0.341,1
Finances,-48.65,0.341,1
