Media,BT_Score,Std_Error,Rating
Errors: Moral matters,37.3,0.341,2
Observations: Examples,36.61,0.341,2
Quotations: Prophet,36.42,0.341,2
Quotations: Judge,36.38,0.341,2
Childhood: Accidents,36.22,0.341,2
Things never before discussed: Guilt,36.22,0.341,2
Quotations: Novelist,36.01,0.341,2
Love: In literature,35.61,0.341,2
Errors: Application,35.6,0.341,2
Childhood: Religion,35.44,0.341,2
Predictions and guesses: Solution,34.66,0.341,2
Things previously discussed: Why discussed,34.16,0.341,2
Language: Loan words,34.12,0.341,2
Feelings,34.1,0.341,2
Childhood: Changes of residence,33.9,0.341,2
Conflicts and disagreements: Outcome,33.64,0.341,2
Love: Solutions,33.28,0.341,2
Worries: Disappointments,32.18,0.341,2
Tastes: Theories and ideas,32.05,0.341,2
Fears: Society's,31.97,0.341,2
Dreams: Bizarre,31.94,0.341,2
Tastes,31.78,0.341,2
Customs: Parents,31.65,0.341,2
Insights,31.55,0.341,2
Beliefs: Evolution,31.5,0.341,2
Beliefs: Religious,31.41,0.341,2
Finest moments: Romantic,30.96,0.341,2
Things never before discussed: Crises,30.9,0.341,2
Language: Ellipsis,30.85,0.341,2
Childhood: Disappointments,30.84,0.341,2
Ideals,30.83,0.341,2
Observations: Problems,30.69,0.341,2
Childhood: Classmates,30.61,0.341,2
Love: Childhood,30.59,0.341,2
Worries: Dangers and risks,30.51,0.341,2
Worries: Future,30.32,0.341,2
Predictions and guesses: Future,30.28,0.341,2
One's research,30.27,0.341,2
Language: Songs,30.16,0.341,2
Day's happenings: Achievements,29.93,0.341,2
Language: Expressions,29.86,0.341,2
Errors: Mate selection and courtship,29.56,0.341,2
Speculations,29.52,0.341,2
Language: Word games,29.47,0.341,2
Tastes: Food and restaurants,29.32,0.341,2
Beauty: Personality,29.28,0.341,2
Day's happenings: Stories,29.21,0.341,2
Favorites,29.12,0.341,2
Love: Chronology,28.97,0.341,2
Observations: Effects,28.83,0.341,2
Language: Other person's,28.76,0.341,2
Quotations: Aphorism,28.74,0.341,2
Day's happenings: Travel,28.73,0.341,2
Changes: Friendships,28.58,0.341,2
Love: Causes,28.51,0.341,2
Fears: Unknowns,28.45,0.341,2
Errors: Interconnected,28.36,0.341,2
Worries: Self-ignorance,28.26,0.341,2
Errors: Appreciating,28.21,0.341,2
Changes: Hobbies,28.18,0.341,2
Books: Criticism,28.11,0.341,2
Love: Benefits,28.05,0.341,2
Errors: Estimating,28.03,0.341,2
Fears: Abnormality,28.0,0.341,2
Language: Abbreviations and acronyms,27.79,0.341,2
Dreams: Re: future,27.78,0.341,2
Conflicts and disagreements: Priority,27.75,0.341,2
Fears: Present,27.73,0.341,2
Finest moments: Play,27.67,0.341,2
Observations: Games,27.57,0.341,2
Finest moments: Recent,27.52,0.341,2
Love: Forces,27.49,0.341,2
Errors: Conversing,27.42,0.341,2
Funny experiences: Common,27.42,0.341,2
Observations: Spouse,27.33,0.341,2
The other person,27.31,0.341,2
Language: Combinations,27.17,0.341,2
Language: Experiments,27.16,0.341,2
Beauty: Voice,27.15,0.341,2
Observations: Motives,26.95,0.341,2
Conflicts and disagreements: Goal,26.93,0.341,2
Fears: Bereavement,26.92,0.341,2
Books: Essays,26.86,0.341,2
The present instant,26.82,0.341,2
Beauty: Heterodox or controversial,26.8,0.341,2
Funny experiences: Undignified,26.73,0.341,2
Language: Hard words,26.71,0.341,2
Dreams: Everyone's,26.57,0.341,2
Travels,26.51,0.341,2
Language: Needs,26.48,0.341,2
Childhood: Near-things,26.46,0.341,2
Fears: Humiliation,26.35,0.341,2
Love: Films,26.34,0.341,2
Dreams: Other's,26.23,0.341,2
Childhood: Schools,26.16,0.341,2
Day's happenings: How,26.11,0.341,2
Errors: Imagining possibilities,26.06,0.341,2
Fears: Economic depression,26.03,0.341,2
Fears: Inferiority,25.82,0.341,2
Films: Characters,25.8,0.341,2
Appearances: The other person,25.8,0.341,2
Changes: Projects,25.78,0.341,2
Errors: Guiding,25.63,0.341,2
Proposals,25.62,0.341,2
Worries: Incompleteness,25.56,0.341,2
Observations: Behavior,25.53,0.341,2
Worries: Misperception,25.49,0.341,2
Career,25.43,0.341,2
Conflicts and disagreements: Concept,25.35,0.341,2
Errors: Prediction,25.34,0.341,2
Beliefs: Abandoned,25.29,0.341,2
Predictions and guesses: Law,25.28,0.341,2
Worries: The other person,25.26,0.341,2
Films: Favorite,25.16,0.341,2
Predictions and guesses: Phenomena,25.12,0.341,2
Quotations: Expert,25.09,0.341,2
Changes,25.01,0.341,2
Tastes: Vacations,24.98,0.341,2
Predictions and guesses: Motive,24.97,0.341,2
Errors: Description,24.76,0.341,2
Day's happenings: Dynamics,24.74,0.341,2
Questions,24.72,0.341,2
Love: Lovers described,24.7,0.341,2
Beauty: Importance,24.67,0.341,2
Things never before discussed: Whimsies,24.63,0.341,2
Childhood: Quirks,24.55,0.341,2
Childhood: Fears,24.55,0.341,2
Predictions and guesses: Pattern,24.49,0.341,2
Beliefs,24.47,0.341,2
Fears: Forgetting,24.47,0.341,2
Acts,24.47,0.341,2
Worries: How seen by others,24.42,0.341,2
Conflicts and disagreements: Solution,24.38,0.341,2
Conflicts and disagreements: Advice or suggestions,24.32,0.341,2
Love: Predictions,24.28,0.341,2
Conflicts and disagreements: Personality,24.09,0.341,2
Language: Hyperbole,24.05,0.341,2
Worries: Education,24.0,0.341,2
Childhood: Eating,23.96,0.341,2
Anecdotes,23.92,0.341,2
Finest moments: Aesthetic,23.85,0.341,2
Worries: Methods,23.84,0.341,2
Errors: Future,23.82,0.341,2
Predictions and guesses: Combinations,23.82,0.341,2
Dreams: Levels,23.81,0.341,2
Reactions,23.8,0.341,2
Day's happenings: Homelife,23.78,0.341,2
Illusions,23.76,0.341,2
Beliefs: Corollaries,23.62,0.341,2
Changes: Reading,23.57,0.341,2
Language: Computer language and programs,23.55,0.341,2
Childhood: Solutions,23.52,0.341,2
Love: Lovers' words,23.52,0.341,2
Errors: Logic,23.5,0.341,2
Errors: Laughable and catastrophic,23.49,0.341,2
Errors: Maximal,23.47,0.341,2
Fears: Financial reversal,23.46,0.341,2
Predictions and guesses: Behavior,23.45,0.341,2
Books: Texts,23.42,0.341,2
Predictions and guesses: Effect,23.4,0.341,2
Day's happenings: Change,23.32,0.341,2
Films: Successes and failures,23.2,0.341,2
Day's happenings: Present event,23.16,0.341,2
Tastes: Climate,23.07,0.341,2
Films: Imagined,23.07,0.341,2
Changes: Views,23.05,0.341,2
Beliefs: History's,23.01,0.341,2
Childhood: Attitudes,22.93,0.341,2
Language: Slang,22.88,0.341,2
Tastes: Tourism,22.88,0.341,2
Conflicts and disagreements: Teacher,22.81,0.341,2
Friends,22.8,0.341,2
Errors: Job selection,22.69,0.341,2
One's faults and limitations,22.64,0.341,2
Errors: Persuasion,22.56,0.341,2
Predictions and guesses: Need,22.26,0.341,2
Appearances: Sky,22.25,0.341,2
Predictions and guesses: Probability,22.24,0.341,2
Day's happenings: Reactions,22.05,0.341,2
Language: Names,21.98,0.341,2
Observations: Gestures,21.89,0.341,2
Films: Direction,21.86,0.341,2
Day's happenings: Annoyances or frustrations,21.86,0.341,2
Childhood: Omissions,21.84,0.341,2
Predictions and guesses: Process,21.77,0.341,2
Things previously discussed: Puzzles,21.76,0.341,2
Childhood: Habits,21.72,0.341,2
Language: Mannerisms,21.7,0.341,2
Observations: Functions,21.65,0.341,2
Changes: Appearance,21.57,0.341,2
Language: Own coinages,21.55,0.341,2
Changes: Plans,21.45,0.341,2
Day's happenings: Why,21.25,0.341,2
Quotations: Psychologist,21.15,0.341,2
Worries: Evidence,21.11,0.341,2
Day's happenings: Exertions,21.07,0.341,2
Day's happenings: Complexities,21.0,0.341,2
Observations: State,20.99,0.341,2
Quotations: Coworker,20.83,0.341,2
Correlations,20.81,0.341,2
Books: Period,20.8,0.341,2
Language: Anagrams,20.79,0.341,2
Observations: Courses and sequences,20.71,0.341,2
Tastes: Styles,20.69,0.341,2
Finest moments: Vindication,20.64,0.341,2
Beliefs: Tests,20.58,0.341,2
Conflicts and disagreements: Belief,20.55,0.341,2
Errors: Defining,20.45,0.341,2
Conflicts and disagreements: Problem,20.41,0.341,2
Errors: Industry,20.39,0.341,2
Conflicts and disagreements: Dimensions,20.2,0.341,2
Worries: Rejection,20.04,0.341,2
Conflicts and disagreements: Behavior,19.94,0.341,2
Changes: Financial status,19.92,0.341,2
Worries: Disagreements,19.85,0.341,2
Things previously discussed: Own reactions,19.75,0.341,2
Books: Bibliography,19.63,0.341,2
Changes: Interests,19.58,0.341,2
Childhood: Enemies,19.5,0.341,2
Tastes: Outings,19.45,0.341,2
Conflicts and disagreements: Example,19.43,0.341,2
Predictions and guesses: How,19.34,0.341,2
Conflicts and disagreements: Good or bad,19.32,0.341,2
Tastes: Geography,19.32,0.341,2
Films: References,19.3,0.341,2
Day's happenings: Where,19.22,0.341,2
Facts,19.21,0.341,2
Appearances: Artwork,19.18,0.341,2
Fears: Unforeseeables,19.06,0.341,2
Films: Reviewed,19.02,0.341,2
Dreams: Things,18.94,0.341,2
Conflicts and disagreements: Ranking,18.91,0.341,2
Predictions and guesses: Reaction,18.87,0.341,2
Errors: Healthcare,18.84,0.341,2
Things previously discussed: Solutions,18.76,0.341,2
Quotations: Song,18.72,0.341,2
Love: Eros,18.65,0.341,2
Errors: Choosing schools and courses,18.6,0.341,2
Fears: Temptation,18.51,0.341,2
Changes: Aims,18.5,0.341,2
Language: Literary criticism,18.37,0.341,2
Fears: Indifference,18.33,0.341,2
Books: Other's,18.27,0.341,2
Dislikes: Experiences,18.16,0.341,2
Fears: Sin,18.16,0.341,2
Illustrations,17.85,0.341,2
Fears: Deceit,17.8,0.341,2
Errors: Analogy,17.68,0.341,2
Errors: Collaborating,17.55,0.341,2
Beliefs: Legal,17.52,0.341,2
Worries: Others' intentions,17.4,0.341,2
Worries: Trends and tendencies,17.37,0.341,2
Errors: Transformed,17.36,0.341,2
Worries: Changes,17.28,0.341,2
Surprises,17.22,0.341,2
Books: Picture books,17.14,0.341,2
Observations,16.99,0.341,2
Appearances: Pet or animal,16.95,0.341,2
Worries: Health,16.84,0.341,2
Day's happenings: When,16.77,0.341,2
Love: Crises,16.74,0.341,2
Films: Actions and events,16.71,0.341,2
Childhood: Methods tactics and systems,16.69,0.341,2
Quotations: Lawyer,16.49,0.341,2
Day's happenings: Implication,16.45,0.341,2
Beliefs: Opponents',16.36,0.341,2
Finest moments,15.91,0.341,2
Errors: Cooking,15.91,0.341,2
Films: Seeable,15.89,0.341,2
Language: Metonymy,15.88,0.341,2
Errors: Society,15.71,0.341,2
Errors: Present,15.66,0.341,2
Tastes: Subjects,15.65,0.341,2
Predictions and guesses: Interference,15.55,0.341,2
Acquaintances,15.25,0.341,2
Finest moments: Job,15.08,0.341,2
Predictions and guesses: Mechanism,15.04,0.341,2
Tastes: Pets,14.92,0.341,2
Fears: Anarchy or chaos,14.89,0.341,2
Errors: Questioning,14.86,0.341,2
Films: Photography,14.83,0.341,1
Films: Scenes,14.69,0.341,1
Worries: Failure,14.33,0.341,1
Fears: Misdirection,14.21,0.341,1
Worries: World events,14.04,0.341,1
Errors: Judgement,14.04,0.341,1
Conflicts and disagreements: Imaginary,13.75,0.341,1
Errors: Systematizing or organizing,13.7,0.341,1
Language,13.56,0.341,1
Errors: Making things,13.4,0.341,1
Decisions,11.85,0.341,1
Love: Wants,11.75,0.341,1
Day's happenings: The other's,11.69,0.341,1
Worries: Abuse,11.52,0.341,1
Conflicts and disagreements: Of the other,11.2,0.341,1
Manners,11.01,0.341,1
Language: Nonsense words,10.96,0.341,1
Errors: Minimal,10.89,0.341,1
Errors: In fiction,10.67,0.341,1
Worries: Omission,10.47,0.341,1
Errors: Reading motives or intentions,10.15,0.341,1
Fears: Waste,9.97,0.341,1
Beliefs: Heterodox,9.25,0.341,1
Funny experiences: Fantasied,9.1,0.341,1
Dreams: Places,9.06,0.341,1
Observations: Circumstances,8.52,0.341,1
Language: Hazards,8.45,0.341,1
Observations: Differences,8.19,0.341,1
Conflicts and disagreements: Implications,7.96,0.341,1
Dreams: Family's,7.94,0.341,1
Finest moments: Ever,7.84,0.341,1
Day's happenings: Relaxations and idling,7.69,0.341,1
Books: Past,7.6,0.341,1
Predictions and guesses: Fundamental,7.54,0.341,1
Hobbies,7.29,0.341,1
Language: Anonyms,7.22,0.341,1
Day's happenings: Beauty or ugliness,7.08,0.341,1
Dreams: Re: past,7.01,0.341,1
Predictions and guesses: Self,6.68,0.341,1
Day's happenings: Lessons,6.67,0.341,1
Beauty: Dimensions,6.55,0.341,1
Love: Endings,6.49,0.341,1
Books: Imaginary,6.36,0.341,1
Books: Characters,6.31,0.341,1
Books: Structure,6.23,0.341,1
Childhood: Body,6.07,0.341,1
Dreams: Nightmares,6.04,0.341,1
Day's happenings: Stresses and strains,6.02,0.341,1
Observations: Devices,5.92,0.341,1
Changes: Wants,5.88,0.341,1
Customs: Children,5.83,0.341,1
Observations: Speech,5.82,0.341,1
Language: Statements and quotes,5.7,0.341,1
Worries: Past,5.7,0.341,1
Conflicts and disagreements: Present,5.69,0.341,1
Fears: Legitimacy and illegitimacy,5.34,0.341,1
Predictions and guesses: Circumstance,5.32,0.341,1
Predictions and guesses: History,5.2,0.341,1
Childhood: Jobs and duties,5.19,0.341,1
Language: Favorite words,5.16,0.341,1
Beauty: Intellect,5.14,0.341,1
Day's happenings: Discoveries,5.06,0.341,1
Predictions and guesses: Precognitum,5.06,0.341,1
Tactics,5.04,0.341,1
Beliefs: Parents',5.0,0.341,1
Beauty: Painting,4.8,0.341,1
Observations: Statements,4.77,0.341,1
Appearances: Imagined,4.66,0.341,1
People in general,4.63,0.341,1
Books: Anthologies,4.56,0.341,1
Beauty: Conduct,4.52,0.341,1
Observations: Conditions,4.4,0.341,1
Day's happenings: Drama,4.3,0.341,1
Films: Types,4.18,0.341,1
Films: Location and setting,4.18,0.341,1
Appearances: Best and worst,4.14,0.341,1
Love: Illusions,4.14,0.341,1
Observations: Niches,4.09,0.341,1
Books: Countries,3.97,0.341,1
Fears: Discord,3.88,0.341,1
Fears: Corruption,3.82,0.341,1
Fears: Interrelations,3.76,0.341,1
Films: Style,3.73,0.341,1
Observations: Self,3.73,0.341,1
Predictions and guesses: Structure,3.67,0.341,1
Errors: Compensation for,3.65,0.341,1
Worries: Chance,3.61,0.341,1
Childhood: Fights and conflicts,3.6,0.341,1
Customs: Study,3.58,0.341,1
Books: Popularizations,3.56,0.341,1
Day's happenings: Attitudes,3.51,0.341,1
Language: Labels (tags),3.51,0.341,1
Quotations,3.51,0.341,1
Day's happenings: Regrets,3.49,0.341,1
Quotations: Child,3.46,0.341,1
Changes: Possessions,3.43,0.341,1
Immediate family,3.32,0.341,1
Errors: Growing old,3.25,0.341,1
Customs: Work,3.18,0.341,1
Errors: Study and learning,3.17,0.341,1
Childhood: Forces,3.12,0.341,1
Conflicts and disagreements: When,3.11,0.341,1
Language: Dictionaries and glossaries,3.08,0.341,1
Fears: War,3.05,0.341,1
Things never before discussed: Errors,3.04,0.341,1
Conflicts and disagreements: Method,3.02,0.341,1
Language: Foreign,3.01,0.341,1
Predictions and guesses: How much,2.93,0.341,1
Beauty: Musical,2.9,0.341,1
Beauty: Speech,2.86,0.341,1
Worries: Aging,2.78,0.341,1
Rivalries: Causes,2.77,0.341,1
Worries: Own plans,2.75,0.341,1
Fears: Unpreparedness,2.68,0.341,1
Conflicts and disagreements: Attitude,2.65,0.341,1
Errors: Detection,2.52,0.341,1
Tastes: Groups and circles,2.43,0.341,1
Childhood: Moods,2.41,0.341,1
Errors: Storing things,2.35,0.341,1
Childhood: Fads,2.34,0.341,1
Appearances: Family,2.28,0.341,1
Language: Definitions,2.27,0.341,1
Beliefs: Orthodox,2.24,0.341,1
Tastes: Weekends,2.21,0.341,1
Appearances: Natural and artificial,2.16,0.341,1
Appearances: City or country,2.08,0.341,1
Worries: Assumptions,2.03,0.341,1
Films: Illusions,2.03,0.341,1
Conflicts and disagreements: Explanation,1.99,0.341,1
Films: Sound,1.89,0.341,1
Predictions and guesses: Cost,1.83,0.341,1
Worries: Science and technology,1.82,0.341,1
Beauty: Maximal,1.81,0.341,1
Conflicts and disagreements: Child,1.81,0.341,1
Fears: Incapacitation,1.75,0.341,1
Worries: Behavior,1.68,0.341,1
Finest moments: Ecstasy,1.65,0.341,1
Fears: Disruption,1.64,0.341,1
Observations: Unities,1.64,0.341,1
Language: Substitute,1.55,0.341,1
Fears: Illusion,1.48,0.341,1
Childhood: Behavior,1.42,0.341,1
Day's happenings: Goods,1.41,0.341,1
Conflicts and disagreements: Role,1.41,0.341,1
Day's happenings: Conflicts,1.36,0.341,1
Predictions and guesses: Who,1.33,0.341,1
Worries: Logic,1.32,0.341,1
Finances,1.32,0.341,1
Things previously discussed: Details,1.29,0.341,1
Observations: Instances,1.28,0.341,1
Language: Synonyms,1.25,0.341,1
Errors: Writing and style,1.14,0.341,1
Errors: Correlation,1.12,0.341,1
Childhood: Possessions,1.09,0.341,1
Errors: Planning,1.08,0.341,1
Customs: Daily agenda,1.07,0.341,1
Worries: Wrong approach,1.07,0.341,1
Day's happenings: Reading,1.06,0.341,1
Fears: Other person's,1.05,0.341,1
Errors: Synthesis,1.05,0.341,1
Jokes,1.05,0.341,1
Errors: Medical diagnosis,0.99,0.341,1
Customs: Parties,0.98,0.341,1
Tastes: Entertainment,0.94,0.341,1
Predictions and guesses: Order,0.93,0.341,1
Errors: Self-discipline,0.87,0.341,1
Dimensions,0.87,0.341,1
Worries: Role,0.81,0.341,1
Appearances: Extremes,0.64,0.341,1
Tastes: Cities,0.63,0.341,1
Errors: Reading,0.62,0.341,1
Language: Elocution,0.61,0.341,1
Day's happenings: Elements,0.5,0.341,1
Tastes: Night life,0.46,0.341,1
Day's happenings: Work,0.44,0.341,1
Worries: Forgetting,0.44,0.341,1
Day's happenings: Ambiguities,0.31,0.341,1
Predictions and guesses: Associations,0.28,0.341,1
Worries: Interdependences,0.23,0.341,1
Childhood: Punishment,0.21,0.341,1
Contingencies,0.03,0.341,1
Conflicts and disagreements: Interpretation,0.02,0.341,1
Appearances: Signs,0.02,0.341,1
Predictions and guesses: Means,0.0,0.341,1
Fears: Stupidity,-0.01,0.341,1
Fears: Retirement,-0.01,0.341,1
Worries: Protection,-0.04,0.341,1
Childhood: Homework,-0.18,0.341,1
Dislikes: Situations,-0.21,0.341,1
Errors: Universal and rare,-0.27,0.341,1
Predictions and guesses: Other,-0.48,0.341,1
Things previously discussed: Relationships,-0.49,0.341,1
Errors: Consequences,-0.49,0.341,1
Films: Plot,-0.5,0.341,1
Predictions and guesses: Rate,-0.65,0.341,1
Films: Situations,-0.67,0.341,1
Predictions and guesses: Range,-0.79,0.341,1
Errors: Own,-0.8,0.341,1
Observations: Uses,-0.91,0.341,1
Conflicts and disagreements: Recollection,-0.92,0.341,1
Love: Ideal lover,-1.04,0.341,1
Beauty: Relative,-1.07,0.341,1
Requests,-1.11,0.341,1
Day's happenings: Meetings,-1.13,0.341,1
Day's happenings: Messages,-1.19,0.341,1
Theories,-1.19,0.341,1
Tastes: Customs,-1.22,0.341,1
Tastes: Social events,-1.23,0.341,1
Conflicts and disagreements: Style,-1.27,0.341,1
Films: Greatest,-1.31,0.341,1
Quotations: Authorities,-1.36,0.341,1
Fears: Job dismissal,-1.41,0.341,1
Errors: Life planning,-1.41,0.341,1
Appearances: Causes and bases,-1.58,0.341,1
Errors: Motivating,-1.63,0.341,1
Conflicts and disagreements: Degree,-1.72,0.341,1
Childhood: Triumphs,-1.76,0.341,1
Childhood: Manners and tact,-1.77,0.341,1
Tastes: Professionals,-1.85,0.341,1
Predictions and guesses: Role,-1.93,0.341,1
Things previously discussed: Corrections,-1.97,0.341,1
Quotations: Idol,-1.98,0.341,1
Language: Puns,-2.19,0.341,1
Controversies,-2.2,0.341,1
Fears: Degradation,-2.39,0.341,1
Books: Methods,-2.42,0.341,1
Love: Paradoxes,-2.44,0.341,1
Errors: Consulting experts,-2.55,0.341,1
Fears,-2.62,0.341,1
Observations: Discrepancies,-2.64,0.341,1
Appearances: Alternative comparisons,-2.66,0.341,1
Errors: Using devices,-2.7,0.341,1
Worries: Sanity,-2.76,0.341,1
Worries: Sordor,-2.89,0.341,1
Predictions and guesses: What,-2.89,0.341,1
Love: Levels,-2.94,0.341,1
Appearances: Defects,-2.96,0.341,1
Day's happenings: Contexts,-2.99,0.341,1
Day's happenings: Omissions,-3.02,0.341,1
Conflicts and disagreements: Child rearing,-3.16,0.341,1
Things previously discussed: What's new,-3.23,0.341,1
Errors: Interviewing or being interviewed,-3.4,0.341,1
References,-3.42,0.341,1
Methods,-3.43,0.341,1
Dislikes,-3.5,0.341,1
Appearances: Likes and dislikes,-3.52,0.341,1
Customs: Shopping,-3.58,0.341,1
Books: Heard about,-3.62,0.341,1
Changes: Conflicts,-3.84,0.341,1
Fears: Miscalculation,-3.93,0.341,1
Appearances: Importance,-3.93,0.341,1
Films: Moods,-4.08,0.341,1
Conflicts and disagreements: Means,-4.32,0.341,1
Observations: Deceptions,-4.44,0.341,1
Worries: Views,-4.47,0.341,1
Chance and fortune,-4.56,0.341,1
Films: Special effects,-4.6,0.341,1
Day's happenings,-4.6,0.341,1
Fears: Manipulation,-5.21,0.341,1
Worries: Stupidity,-5.33,0.341,1
Films: Recent,-5.59,0.341,1
Predictions and guesses: Assumption,-5.65,0.341,1
Things previously discussed,-5.83,0.341,1
Errors: Relaxing,-5.85,0.341,1
Conflicts and disagreements: Evaluation,-6.1,0.341,1
Day's happenings: Hazards,-6.1,0.341,1
Beauty: Absolute,-6.19,0.341,1
Fears: Crime,-6.27,0.341,1
Language: Pseudonyms,-6.33,0.341,1
Observations: Contents,-6.4,0.341,1
Tastes: Romances,-6.43,0.341,1
Films: Forthcoming,-6.55,0.341,1
Errors: Inventing,-6.58,0.341,1
Errors: Editing,-6.63,0.341,1
Conflicts and disagreements: Subject,-6.86,0.341,1
Conflicts and disagreements: Parent,-7.06,0.341,1
Errors: Instructing,-7.19,0.341,1
Fears: Impotence,-7.24,0.341,1
Films: Forces,-7.28,0.341,1
Dislikes: Concepts,-7.31,0.341,1
Worries: Weather,-7.32,0.341,1
Errors: Innovating,-7.51,0.341,1
Propriety,-7.68,0.341,1
Errors: Comparisons,-7.8,0.341,1
Things previously discussed: Omissions,-8.07,0.341,1
Things never before discussed: Weaknesses,-8.47,0.341,1
Things never before discussed: Vices,-8.48,0.341,1
Errors: Training,-8.48,0.341,1
Conflicts and disagreements: Comparison,-8.53,0.341,1
Errors: Using services,-9.08,0.341,1
Errors: Nature,-9.66,0.341,1
Errors: Grammar or syntax,-10.18,0.341,1
Worries: Tasks,-10.32,0.341,1
Love: After effects,-11.56,0.341,1
Beliefs: Current events,-11.87,0.341,1
Day's happenings: Requests,-11.99,0.341,1
Errors: Religious matters,-12.37,0.341,1
Day's happenings: Resources,-12.46,0.341,1
Worries: Deficiency,-12.61,0.341,1
Dislikes: Individuals,-13.02,0.341,1
Things never before discussed: Hates,-13.31,0.341,1
Language: Phrases,-13.52,0.341,1
Books: Lent or given,-13.7,0.341,1
Films: Genres,-13.76,0.341,1
Fears: Disease,-13.96,0.341,1
World events,-14.01,0.341,1
Books: Critical,-14.55,0.341,1
Vistas,-14.67,0.341,1
Pets,-15.04,0.341,1
Childhood: Clubs,-15.26,0.341,1
Love: Events,-15.33,0.341,1
Errors: Reacting,-15.43,0.341,1
Opinions,-15.77,0.341,1
Books: Literary school,-15.87,0.341,1
Quotations: Friends,-15.96,0.341,1
Books,-16.05,0.341,1
Day's happenings: Theories,-16.11,0.341,1
Worries: Autonomy,-16.39,0.341,1
Funny experiences: Officials,-16.44,0.341,1
Predictions and guesses: Act,-16.46,0.341,1
Errors: Improvising,-16.47,0.341,1
Errors: Patterns,-16.57,0.341,1
Childhood: Superstitions,-16.69,0.341,1
Predictions and guesses: When,-16.71,0.341,1
Fears: Arbitrariness,-16.74,0.341,1
Worries: Complications,-16.83,0.341,1
Fears: Irrationality,-16.91,0.341,1
Beliefs: Methodological,-16.95,0.341,1
Predictions and guesses: Conflict,-16.96,0.341,1
Films: Technology,-17.02,0.341,1
Day's happenings: Recreation,-17.05,0.341,1
Conflicts and disagreements: Decision,-17.08,0.341,1
Funny experiences: Dangerous,-17.11,0.341,1
Circumstances,-17.11,0.341,1
Day's happenings: Situations,-17.12,0.341,1
Worries: Ignorance,-17.16,0.341,1
Observations: Types,-17.25,0.341,1
Love: Lovers criticized,-17.29,0.341,1
Day's happenings: Actions strategy and tactics,-17.31,0.341,1
Changes: Rest of family,-17.36,0.341,1
Worries: Reaction,-17.45,0.341,1
Childhood: Stresses and strains,-17.64,0.341,1
Fears: Natural disasters,-17.66,0.341,1
Predictions and guesses: Force,-17.73,0.341,1
Funny experiences: Horrible,-17.88,0.341,1
Language: Vocabulary,-17.91,0.341,1
Fears: Friends',-17.92,0.341,1
Errors: Generalization,-17.96,0.341,1
Worries: Motives,-17.97,0.341,1
Finest moments: Exertion,-18.0,0.341,1
Childhood: Errors,-18.0,0.341,1
Errors: Dangers and risks,-18.1,0.341,1
Upcoming events,-18.12,0.341,1
Things previously discussed: Generalizations,-18.2,0.341,1
Fears: Imaginary,-18.29,0.341,1
Worries: Anomalies,-18.41,0.341,1
Things being debated,-18.43,0.341,1
Conflicts and disagreements: Prediction,-18.51,0.341,1
Language: Grammar,-18.53,0.341,1
Observations: Methods,-18.57,0.341,1
Childhood: Problems,-18.6,0.341,1
Language: Funny words,-18.63,0.341,1
Finest moments: Competition,-18.65,0.341,1
Errors: Simplification,-18.66,0.341,1
Predictions and guesses: Strategy,-18.78,0.341,1
Errors: Psychoanalyzing,-18.79,0.341,1
Errors: Prevention,-18.8,0.341,1
Childhood: Puzzles,-18.94,0.341,1
Changes: House layout,-18.95,0.341,1
Conflicts and disagreements: Ideal,-18.97,0.341,1
Day's happenings: Errors,-19.02,0.341,1
Childhood: Circles,-19.03,0.341,1
Conflicts and disagreements,-19.06,0.341,1
Childhood: Failures,-19.1,0.341,1
Day's happenings: Hierarchy,-19.12,0.341,1
Predictions and guesses: Whole,-19.12,0.341,1
Things never before discussed: Secrets,-19.16,0.341,1
Conflicts and disagreements: Transient,-19.17,0.341,1
Love: Methods,-19.21,0.341,1
Fears: Displeasure,-19.22,0.341,1
Fears: Ugliness,-19.24,0.341,1
Changes: Duties,-19.28,0.341,1
Books: Reference books,-19.3,0.341,1
Finest moments: Acquisition,-19.32,0.341,1
Childhood: Misfortune,-19.32,0.341,1
Doubts,-19.37,0.341,1
Conclusions,-19.41,0.341,1
Worries: Duties,-19.44,0.341,1
Fears: Error,-19.5,0.341,1
Errors: Talking with children,-19.54,0.341,1
Childhood: Stupidities,-19.57,0.341,1
Errors: Celebrating,-19.61,0.341,1
Errors: Explanation,-19.62,0.341,1
Language: Logomachy,-19.62,0.341,1
Worries,-19.66,0.341,1
Quotations: News media,-19.69,0.341,1
Beauty: Types,-19.76,0.341,1
Errors: Taking tests,-19.81,0.341,1
Work,-19.83,0.341,1
Love: Errors,-19.84,0.341,1
Day's happenings: What,-19.86,0.341,1
Appearances: Differences,-19.87,0.341,1
Worries: Choice,-19.88,0.341,1
Tastes: Interior design,-19.88,0.341,1
Predictions and guesses: Type,-19.9,0.341,1
Fears: Accident,-20.0,0.341,1
Observations: Mistakes,-20.01,0.341,1
Predictions and guesses: Condition,-20.02,0.341,1
Childhood: Health and ills,-20.03,0.341,1
Childhood: Obedience,-20.04,0.341,1
Instructions,-20.05,0.341,1
Predictions and guesses: Divergence,-20.17,0.341,1
Day's happenings: Analogy,-20.19,0.341,1
Dislikes: Beliefs,-20.23,0.341,1
Worries: Surprise,-20.32,0.341,1
Childhood: School subjects,-20.33,0.341,1
